id,行业类型,名称,类型,地址,联系电话,lng,lat,省份代码,省份名称,城市代码,城市名称,区域代码,区域名称,所在商圈,rating
BV11328798,,新庄(招呼站)(公交站),交通设施服务;公交车站;公交车站相关,南红专线,,121.2827313,31.84125156,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
B0FFFPAYTA,,桔香园农家乐停车场,交通设施服务;停车场;专用停车场,西沙绿港生态村建民713号,,121.2202811,31.75506868,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV11566614,,三华公路新建公路(公交站),交通设施服务;公交车站;公交车站相关,南牛线,,121.2111466,31.76059927,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV10036516,,新庄(公交站),交通设施服务;公交车站;公交车站相关,南红专线,,121.288501,31.84063968,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV10323257,,协进村(公交站),交通设施服务;公交车站;公交车站相关,南建专线;南新专线;崇明南新专线接驳线,,121.2785882,31.75185936,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV10029185,,新绿镇桥(公交站),交通设施服务;公交车站;公交车站相关,崇明乡村6路;崇明乡村6路区间,,121.1900043,31.78691144,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV10027514,,海洪港村(公交站),交通设施服务;公交车站;公交车站相关,南牛线;南牛线区间,,121.2666729,31.74775178,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV10034492,,北平村(公交站),交通设施服务;公交车站;公交车站相关,南海二线;崇明乡村11路,,121.3122862,31.78878158,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV11400651,,海桥八队(公交站),交通设施服务;公交车站;公交车站相关,崇明乡村11路,,121.3115691,31.78528123,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV11534948,,海桥八队(招呼站)(公交站),交通设施服务;公交车站;公交车站相关,南海二线,,121.311591,31.78532417,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
